Track ID	zero_cross_rate_mean	zero_cross_rate_std	rmse_mean	rmse_var	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_rolloff_mean	spectral_rolloff_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness_mean	spectral_flatness_var	chroma_stft_1_mean	chroma_stft_2_mean	chroma_stft_3_mean	chroma_stft_4_mean	chroma_stft_5_mean	chroma_stft_6_mean	chroma_stft_7_mean	chroma_stft_8_mean	chroma_stft_9_mean	chroma_stft_10_mean	chroma_stft_11_mean	chroma_stft_12_mean	chroma_stft_1_std	chroma_stft_2_std	chroma_stft_3_std	chroma_stft_4_std	chroma_stft_5_std	chroma_stft_6_std	chroma_stft_7_std	chroma_stft_8_std	chroma_stft_9_std	chroma_stft_10_std	chroma_stft_11_std	chroma_stft_12_std	tempo	mfcc_1_mean	mfcc_2_mean	mfcc_3_mean	mfcc_4_mean	mfcc_5_mean	mfcc_6_mean	mfcc_7_mean	mfcc_8_mean	mfcc_9_mean	mfcc_10_mean	mfcc_11_mean	mfcc_12_mean	mfcc_1_std	mfcc_2_std	mfcc_3_std	mfcc_4_std	mfcc_5_std	mfcc_6_std	mfcc_7_std	mfcc_8_std	mfcc_9_std	mfcc_10_std	mfcc_11_std	mfcc_12_std	GenreID	Genre	Type
0	0.1443635803364269	0.039591112867985084	0.20253996551036835	0.03339523449540138	2862.248686596214	467.4575153508239	2750.2009196986255	282.3447479987382	6081.531129912268	1190.4347881552042	16.473750546183545	4.129404828879997	0.08212379366159439	0.05097905546426773	0.5954751372337341	0.4485810399055481	0.3602074980735779	0.4512983560562134	0.4042983055114746	0.48070183396339417	0.4133179485797882	0.42376092076301575	0.5005539655685425	0.47184112668037415	0.4868423342704773	0.5583874583244324	0.307119220495224	0.26798215508461	0.2577025592327118	0.26651912927627563	0.2320641130208969	0.293927401304245	0.2372879832983017	0.2732623815536499	0.3143317699432373	0.267361044883728	0.28547459840774536	0.3061729967594147	117.45383522727273	10.262304306030273	74.59490966796875	-18.05056381225586	5.09739351272583	-0.32959628105163574	2.2765727043151855	1.581488847732544	2.0737287998199463	-3.122649908065796	-3.242913007736206	-10.167871475219727	-1.891606092453003	30.5477294921875	16.909204483032227	15.275270462036133	14.223233222961426	8.908041000366211	8.35644245147705	10.373178482055664	7.566281318664551	6.299317359924316	6.5239057540893555	6.1074652671813965	5.012423515319824	0	pop	Train
0	0.13480754241589327	0.07024740591859983	0.2146860957145691	0.07632817327976227	2545.3885524281272	792.4377916331415	2499.736915130136	494.4111044555448	5242.860331170244	1693.5596006902642	16.1777070583901	4.152741372417401	0.06619330495595932	0.07119397819042206	0.5460516214370728	0.45763543248176575	0.44719693064689636	0.48398521542549133	0.4127569794654846	0.45524194836616516	0.45175135135650635	0.5273191928863525	0.5954660773277283	0.5094799995422363	0.5335051417350769	0.5149341225624084	0.2888782322406769	0.2561925947666168	0.268057644367218	0.2712978422641754	0.23845498263835907	0.2842697203159332	0.24257749319076538	0.2756554186344147	0.2921028137207031	0.26143956184387207	0.2936857342720032	0.2817836403846741	117.45383522727273	-9.002617835998535	90.8737564086914	-19.621936798095703	6.395222187042236	-3.304029941558838	-1.558117389678955	-2.214520215988159	1.4558300971984863	-2.1270928382873535	0.4740517735481262	-4.736484050750732	-3.279106855392456	55.865413665771484	36.31281280517578	20.34259796142578	13.038395881652832	12.667097091674805	11.353622436523438	9.443144798278809	8.85807991027832	7.767276763916016	8.127652168273926	7.708866119384766	7.899916648864746	0	pop	Train
0	0.11506217372389792	0.029642285041200585	0.2864716649055481	0.059629786759614944	2299.295030603455	447.4554316638405	2428.2166945128124	377.24189273944813	4729.76057225203	1215.571628269063	16.120717362166314	4.27952755195335	0.04433142766356468	0.03163875266909599	0.44404712319374084	0.4585760235786438	0.5304266214370728	0.4676329493522644	0.44590774178504944	0.47861185669898987	0.42850303649902344	0.5684091448783875	0.5873477458953857	0.5006090998649597	0.5229612588882446	0.4801788926124573	0.24113161861896515	0.24946627020835876	0.28967222571372986	0.25974905490875244	0.24972063302993774	0.27742278575897217	0.24002113938331604	0.29449164867401123	0.2701311707496643	0.252976655960083	0.27797049283981323	0.2566015422344208	117.45383522727273	27.78076934814453	101.02998352050781	-23.214963912963867	3.798142433166504	-5.104247570037842	-1.2629573345184326	1.6215564012527466	1.3363776206970215	-1.5348689556121826	-0.07758386433124542	-3.7540512084960938	-3.75999116897583	41.6418342590332	21.26654052734375	14.930338859558105	13.786368370056152	10.293878555297852	7.729786396026611	9.082026481628418	7.117524147033691	7.464620113372803	8.773812294006348	6.263315677642822	7.0650224685668945	0	pop	Train
1	0.09527488761600927	0.048579638914184785	0.22125127911567688	0.07713698595762253	2893.4885821602243	1008.3699500685001	3236.649211447896	470.4741595661327	6924.423635531468	2034.8755782290496	20.209071532169954	4.9407931756311525	0.02483760006725788	0.039114587008953094	0.23427864909172058	0.2560112476348877	0.533403217792511	0.3599749505519867	0.4597421884536743	0.2735125720500946	0.19109171628952026	0.23885005712509155	0.3166215121746063	0.3508699834346771	0.24615515768527985	0.2731470465660095	0.2660984396934509	0.21668700873851776	0.4170638918876648	0.23279376327991486	0.3882812261581421	0.24773111939430237	0.1783803403377533	0.222878560423851	0.2764483392238617	0.284087598323822	0.21986839175224304	0.27458444237709045	107.666015625	-88.31779479980469	77.08840942382812	52.066749572753906	14.963157653808594	11.827062606811523	11.800065040588379	14.792503356933594	7.482117176055908	2.904636859893799	9.22657299041748	2.72050142288208	9.148736953735352	49.80888366699219	33.22076416015625	26.747276306152344	17.374210357666016	16.112321853637695	12.88615608215332	13.079424858093262	10.87556266784668	9.03848648071289	10.458181381225586	8.975740432739258	9.385740280151367	0	pop	Train
1	0.08804809853538283	0.06474830061663536	0.22808845341205597	0.07346685975790024	2671.886822225123	1017.909354867532	3204.2295787123894	452.1008163837756	6534.402869417054	2173.9816089382807	19.218776919789683	4.558646845123282	0.026543786749243736	0.04459482058882713	0.48158183693885803	0.3320997953414917	0.39765727519989014	0.35673561692237854	0.421745240688324	0.4472704529762268	0.3249911069869995	0.401386559009552	0.35404539108276367	0.380730003118515	0.29725465178489685	0.4046098291873932	0.3524077236652374	0.23074917495250702	0.32421743869781494	0.24208159744739532	0.2780374586582184	0.31380146741867065	0.22248581051826477	0.29028987884521484	0.24407248198986053	0.3243679106235504	0.23862358927726746	0.3126189410686493	161.4990234375	-85.7711181640625	81.6048812866211	47.30199432373047	18.912145614624023	18.727657318115234	14.462324142456055	12.889507293701172	4.4890522956848145	10.559412002563477	8.387923240661621	-2.8091652393341064	0.2974790632724762	53.08234786987305	29.30317497253418	23.36441421508789	13.006965637207031	10.71231460571289	11.360175132751465	10.559840202331543	7.861855983734131	8.689988136291504	8.518651008605957	9.073156356811523	8.692668914794922	0	pop	Train
1	0.1151267492024362	0.04355486670868058	0.28074562549591064	0.08034970611333847	2964.5800593454974	790.4976246965181	3216.1048300850935	379.9711095231986	7056.295769286543	1654.8624079375943	18.769710518172616	4.6926060312529465	0.0428084172308445	0.04581586644053459	0.3591095507144928	0.4276154339313507	0.2861747741699219	0.3827687203884125	0.3944306969642639	0.5915735960006714	0.33985769748687744	0.29356810450553894	0.35457512736320496	0.32155096530914307	0.41930317878723145	0.28105413913726807	0.2838969826698303	0.3388989269733429	0.222603902220726	0.34649115800857544	0.25521066784858704	0.33068397641181946	0.23211465775966644	0.24433566629886627	0.2900560796260834	0.2321895956993103	0.3255484104156494	0.1939784288406372	107.666015625	-16.620729446411133	78.47061157226562	28.84526824951172	14.391332626342773	15.206016540527344	6.087664604187012	12.21794319152832	-0.923049807548523	1.342849850654602	14.436559677124023	0.018318654969334602	0.9856547117233276	48.06283950805664	22.409313201904297	17.72875213623047	12.335737228393555	11.263758659362793	10.639790534973145	9.746703147888184	8.632494926452637	9.670855522155762	10.936677932739258	7.797555446624756	6.0890793800354	0	pop	Train
2	0.1008861568300464	0.06066799306217401	0.13759320974349976	0.05486248433589935	2656.53592792196	818.6296159018524	3087.8930208593233	340.9309272043119	6472.326291962732	1840.2059738862022	18.982471651397997	4.633797127333941	0.03625853732228279	0.056809574365615845	0.3907826840877533	0.37358754873275757	0.2608570158481598	0.30604514479637146	0.4132159948348999	0.2987534999847412	0.40043413639068604	0.35677215456962585	0.5130646228790283	0.42232951521873474	0.372239351272583	0.5142620205879211	0.2768095135688782	0.3157784640789032	0.25626930594444275	0.2629072666168213	0.3299095034599304	0.21179750561714172	0.3161751329898834	0.21990473568439484	0.31092485785484314	0.29530996084213257	0.24629899859428406	0.31803596019744873	161.4990234375	-104.55526733398438	88.01725769042969	23.726276397705078	12.239850044250488	14.751824378967285	-0.9396819472312927	8.785223960876465	-8.316725730895996	2.875027656555176	7.776030540466309	-8.918318748474121	-0.08636254817247391	68.88768005371094	26.399295806884766	16.38994026184082	12.182679176330566	9.867776870727539	12.85407829284668	11.216480255126953	13.246883392333984	9.933642387390137	11.052069664001465	10.323546409606934	7.907205104827881	0	pop	Train
2	0.10729159113979118	0.05811207213161473	0.13553346693515778	0.05047987401485443	2858.792657523617	879.2761495564682	3270.777362416971	415.255080750919	7082.999938823231	1918.956651670949	18.7424895219826	4.4542174256777995	0.034350644797086716	0.050306811928749084	0.3571344017982483	0.37622717022895813	0.25383639335632324	0.31115758419036865	0.45744064450263977	0.3051590025424957	0.3527282178401947	0.3345975875854492	0.45602646470069885	0.38558512926101685	0.3454427421092987	0.46472832560539246	0.27952584624290466	0.3274216949939728	0.22884640097618103	0.25825831294059753	0.35278716683387756	0.23772776126861572	0.3052064776420593	0.2522483766078949	0.3242337703704834	0.3134792149066925	0.261649489402771	0.33525872230529785	151.99908088235293	-106.96371459960938	87.38473510742188	32.2391471862793	9.990815162658691	18.545921325683594	-1.7751389741897583	7.013951301574707	-9.859740257263184	1.6440001726150513	6.886172771453857	-9.215685844421387	0.10400834679603577	66.02198791503906	23.670589447021484	16.7854061126709	12.532008171081543	9.736544609069824	13.77525806427002	10.509807586669922	12.373230934143066	7.972764492034912	9.629814147949219	9.812838554382324	6.414417743682861	0	pop	Train
2	0.07944369924593968	0.05859871752147408	0.14144419133663177	0.0447150282561779	2777.861648907822	1029.9404073382739	3307.0787592464408	453.72478838985984	7048.027219130656	2093.4260068849503	19.531345100680443	4.673907692118163	0.019404374063014984	0.03750285506248474	0.31878548860549927	0.41168665885925293	0.3284757435321808	0.3157899081707001	0.3861033320426941	0.275147944688797	0.3251056969165802	0.3129882216453552	0.3353545367717743	0.30207115411758423	0.29631906747817993	0.35888874530792236	0.2828799784183502	0.37077322602272034	0.29512783885002136	0.2739518880844116	0.35781416296958923	0.26101818680763245	0.32975491881370544	0.2920646071434021	0.3281616270542145	0.31747543811798096	0.28049805760383606	0.3360113501548767	78.30255681818181	-146.39816284179688	82.62434387207031	45.61220169067383	7.638095378875732	19.793272018432617	4.27592134475708	13.013351440429688	2.3055403232574463	8.030330657958984	9.737016677856445	-5.82051420211792	4.699339389801025	58.972572326660156	28.214290618896484	24.028104782104492	15.194050788879395	12.586747169494629	16.263813018798828	11.750667572021484	11.112709999084473	10.452704429626465	8.707442283630371	9.94754695892334	9.519566535949707	0	pop	Train
4	0.18621075623549885	0.10303965530239063	0.20174457132816315	0.07696788012981415	3876.2013424115753	832.202902975053	3315.3790482615186	262.68017930403784	8223.56025005438	845.2021664833302	16.829728946861255	4.052016004216039	0.11266719549894333	0.09979649633169174	0.3590174913406372	0.3803449273109436	0.5764840245246887	0.4932349622249603	0.521369993686676	0.40098249912261963	0.4417293965816498	0.6515059471130371	0.36895811557769775	0.3687497079372406	0.34935566782951355	0.3985392153263092	0.2414432317018509	0.2500534653663635	0.32500624656677246	0.2873738706111908	0.3412077724933624	0.3200276494026184	0.24286359548568726	0.3173600137233734	0.22161804139614105	0.3020859360694885	0.2590411603450775	0.26282575726509094	112.34714673913044	-31.686317443847656	39.87187194824219	14.688652992248535	20.469003677368164	16.325305938720703	2.68609881401062	6.164707183837891	1.8261946439743042	-1.7144111394882202	1.6439497470855713	-5.779305934906006	1.863627552986145	40.039913177490234	24.06665802001953	19.374887466430664	12.599164009094238	11.681536674499512	13.015061378479004	11.261321067810059	9.491792678833008	10.35140323638916	10.41621208190918	9.889371871948242	7.9989519119262695	0	pop	Train
